name,genre,all_reviews,tone
STARWAY VR,"Adventure,Indie,Simulation,Early Access","6 user reviews,- Need more user reviews to generate a score",NA
Crazy Machines VR,"Casual,Indie,Simulation","Mixed,(17),- 47% of the 17 user reviews for this game are positive.",Mixed
RPG Maker MV - Time Fantasy Ship,"Design & Illustration,Web Publishing","2 user reviews,- Need more user reviews to generate a score",NA
One Night On The Road,Adventure,"2 user reviews,- Need more user reviews to generate a score",NA
Strange Brigade - American Aviatrix Character Expansion Pack,"Action,Adventure","2 user reviews,- Need more user reviews to generate a score",NA
Strange Brigade - The Thrice Damned 1: Isle of the Dead,"Action,Adventure","5 user reviews,- Need more user reviews to generate a score",NA
TrivaTune,"Indie,Early Access","2 user reviews,- Need more user reviews to generate a score",NA
Team Up VR (Beta),"Action,Free to Play,Indie","Mixed,(21),- 47% of the 21 user reviews for this game are positive.",Mixed
Deadly Curse,"Action,Adventure,Indie","3 user reviews,- Need more user reviews to generate a score",NA
My Bingo,"Casual,Indie","Mixed,(12),- 50% of the 12 user reviews for this game are positive.",Mixed
Football Manager 2019: The Hashtag United Challenge,"Simulation,Sports","Mixed,(20),- 65% of the 20 user reviews for this game are positive.",Mixed
Board Battlefield,"Casual,Strategy","Mixed,(11),- 54% of the 11 user reviews for this game are positive.",Mixed
English Teaching Assistant VR,"Education,Software Training,Early Access","6 user reviews,- Need more user reviews to generate a score",NA
Exo TD,"Action,Casual,Indie,Simulation,Strategy,Early Access","5 user reviews,- Need more user reviews to generate a score",NA
Grandpa,Indie,"Mixed,(32),- 46% of the 32 user reviews for this game are positive.",Mixed
Crossout - Pandemic Pack,"Action,Free to Play,Massively Multiplayer,Racing","2 user reviews,- Need more user reviews to generate a score",NA
Age of Viking Conquest,"Indie,Simulation,Strategy","Mixed,(30),- 66% of the 30 user reviews for this game are positive.",Mixed
Egypt: Old Kingdom - Artbook,"Indie,Simulation,Strategy","4 user reviews,- Need more user reviews to generate a score",NA
You're Fired,"Adventure,Indie,Simulation","Mixed,(39),- 53% of the 39 user reviews for this game are positive.",Mixed
Inca Blocks,"Casual,Indie","9 user reviews,- Need more user reviews to generate a score",NA
Lost,"Action,Adventure,Casual,Indie","Mixed,(14),- 42% of the 14 user reviews for this game are positive.",Mixed
Visual Novel Maker - Light Novel Standard Music Vol.2,Web Publishing,"3 user reviews,- Need more user reviews to generate a score",NA
My Sweet Waifu,"Action,Casual,Indie,Simulation,Strategy,Early Access","Mixed,(26),- 61% of the 26 user reviews for this game are positive.",Mixed
The Unintended Consequences of Curiosity,"Action,Adventure,Casual,RPG","2 user reviews,- Need more user reviews to generate a score",NA
Evolo.Evolution,"Indie,Simulation,Strategy,Early Access","Mixed,(12),- 50% of the 12 user reviews for this game are positive.",Mixed
Hidden Space,Utilities,"2 user reviews,- Need more user reviews to generate a score",NA
Sunburnt,"Action,Casual,Indie,Early Access","6 user reviews,- Need more user reviews to generate a score",NA
DESOLATE - Original Soundtrack,"Action,Adventure,RPG","2 user reviews,- Need more user reviews to generate a score",NA
Kate's Test,"Action,Adventure,RPG","6 user reviews,- Need more user reviews to generate a score",NA
Lozenge,"Casual,Indie","3 user reviews,- Need more user reviews to generate a score",NA
Alice In VR,Indie,"2 user reviews,- Need more user reviews to generate a score",NA
Closers: Deluxe Collector's Edition,"Action,Free to Play,Massively Multiplayer,RPG","Mixed,(11),- 54% of the 11 user reviews for this game are positive.",Mixed
Eternal Man: Forest,"Action,Adventure,Casual,Indie","7 user reviews,- Need more user reviews to generate a score",NA
Bloody Skyscraper,"Action,Adventure,Casual,Indie","6 user reviews,- Need more user reviews to generate a score",NA
Brew-Ha,"Action,Casual,Free to Play,Indie,Simulation","7 user reviews,- Need more user reviews to generate a score",NA
Loot Box Simulator 20!8,"Casual,Indie,Simulation","Mixed,(12),- 66% of the 12 user reviews for this game are positive.",Mixed
Element Industry,"Indie,Simulation,Early Access","5 user reviews,- Need more user reviews to generate a score",NA
Puzzle Lab,Casual,"3 user reviews,- Need more user reviews to generate a score",NA
Super Robolom,"Adventure,Indie","4 user reviews,- Need more user reviews to generate a score",NA
Undercover Agent,"Adventure,Indie,RPG","Mixed,(10),- 60% of the 10 user reviews for this game are positive.",Mixed
Dissimilation,"Action,Adventure,Indie,Simulation","2 user reviews,- Need more user reviews to generate a score",NA
To The Capital 2,"Adventure,Indie,RPG","3 user reviews,- Need more user reviews to generate a score",NA
SpellForce 3 Mod Kit,"RPG,Strategy","9 user reviews,- Need more user reviews to generate a score",NA
Fantasy Grounds - D&D: Unearthed Arcana,"Indie,RPG,Strategy","2 user reviews,- Need more user reviews to generate a score",NA
Haunted Halls: Fears from Childhood Collector's Edition,"Adventure,Casual","3 user reviews,- Need more user reviews to generate a score",NA
The Agency of Anomalies: Mind Invasion Collector's Edition,"Adventure,Casual","5 user reviews,- Need more user reviews to generate a score",NA
Tropico 5 - Inquisition,"RPG,Simulation,Strategy","Mixed,(34),- 50% of the 34 user reviews for this game are positive.",Mixed
SceneThere,Video Production,"5 user reviews,- Need more user reviews to generate a score",NA
The Piano,"Action,Adventure,Indie","Mixed,(18),- 61% of the 18 user reviews for this game are positive.",Mixed
Love Hentai: Sexy Body,"Casual,Indie","9 user reviews,- Need more user reviews to generate a score",NA
aMAZE Easter,"Casual,Indie","3 user reviews,- Need more user reviews to generate a score",NA
Train Simulator: D&RGW SD9 Loco Add-On,Simulation,"7 user reviews,- Need more user reviews to generate a score",NA
Borderlands 2: Psycho Dark Psyche Pack,"Action,RPG","Mixed,(32),- 62% of the 32 user reviews for this game are positive.",Mixed
Train Simulator: DR BR 24 Loco Add-On,Simulation,"9 user reviews,- Need more user reviews to generate a score",NA
Civilization V - Cradle of Civilization Map Pack: Americas,Strategy,"Mixed,(39),- 56% of the 39 user reviews for this game are positive.",Mixed
Sherlock Holmes: The Silver Earring,Adventure,"Mixed,(122),- 61% of the 122 user reviews for this game are positive.",Mixed
ARMA: Combat Operations,Action,"Mixed,(191),- 65% of the 191 user reviews for this game are positive.",Mixed
Conflict: Denied Ops,Action,"Mixed,(167),- 44% of the 167 user reviews for this game are positive.",Mixed
Alter Ego,Adventure,"Mixed,(108),- 68% of the 108 user reviews for this game are positive.",Mixed
Hearts of Iron III DLC: German II Spritepack,Strategy,"Mixed,(11),- 54% of the 11 user reviews for this game are positive.",Mixed
Turba,"Casual,Indie","Mixed,(79),- 40% of the 79 user reviews for this game are positive.",Mixed
Reign: Conflict of Nations,Strategy,"Mixed,(49),- 40% of the 49 user reviews for this game are positive.",Mixed
Rig n Roll,Simulation,"Mixed,(211),- 52% of the 211 user reviews for this game are positive.",Mixed
Theatre of War 2: Kursk 1943,"Simulation,Strategy","Mixed,(103),- 63% of the 103 user reviews for this game are positive.",Mixed
Blacklight: Tango Down,Action,"Mixed,(290),- 40% of the 290 user reviews for this game are positive.",Mixed
NeoBalls,Indie,"7 user reviews,- Need more user reviews to generate a score",NA
The International 2019 Battle Pass - Level 100,"Action,Free to Play,Strategy","Mixed,(64),- 62% of the 64 user reviews for this game are positive.",Mixed
SW4-II - Special Costume Set 1,Action,"4 user reviews,- Need more user reviews to generate a score",NA
SW4-II - Edit Parts Set,Action,"7 user reviews,- Need more user reviews to generate a score",NA
Robot Tsunami,Action,"2 user reviews,- Need more user reviews to generate a score",NA
Nyctophobia,"Adventure,Indie","Mixed,(22),- 40% of the 22 user reviews for this game are positive.",Mixed
Pump-Action Captain,Early Access,"Mixed,(25),- 52% of the 25 user reviews for this game are positive.",Mixed
Vapour: Part 1 (Soundtrack),"Action,Adventure,Indie","2 user reviews,- Need more user reviews to generate a score",NA
Mortos,"Action,Casual,Indie","Mixed,(32),- 50% of the 32 user reviews for this game are positive.",Mixed
Blue Libra,"Action,Indie,Strategy","9 user reviews,- Need more user reviews to generate a score",NA
FSX: Steam Edition - Heraklion Airport (LGIR) Add-On,Simulation,"Mixed,(11),- 63% of the 11 user reviews for this game are positive.",Mixed
FSX: Steam Edition - Velocity XL RG Add-On,Simulation,"Mixed,(11),- 54% of the 11 user reviews for this game are positive.",Mixed
Civilization V - Cradle of Civilization Map Pack: Asia,Strategy,"Mixed,(32),- 65% of the 32 user reviews for this game are positive.",Mixed
Civilization V - Cradle of Civilization Map Pack: Mediterranean,Strategy,"Mixed,(40),- 62% of the 40 user reviews for this game are positive.",Mixed
Pound of Ground,Action,"Mixed,(107),- 61% of the 107 user reviews for this game are positive.",Mixed
Data Jammers: FastForward,"Action,Indie","Mixed,(80),- 67% of the 80 user reviews for this game are positive.",Mixed
Worms Blast,"Casual,Strategy","Mixed,(81),- 56% of the 81 user reviews for this game are positive.",Mixed
Worms Pinball,Casual,"Mixed,(108),- 53% of the 108 user reviews for this game are positive.",Mixed
Train Simulator: Amtrak Acela Express EMU Add-On,Simulation,"Mixed,(38),- 68% of the 38 user reviews for this game are positive.",Mixed
A Stroke of Fate: Operation Valkyrie,Adventure,"Mixed,(21),- 66% of the 21 user reviews for this game are positive.",Mixed
Sideway™ New York,"Adventure,Indie","Mixed,(37),- 56% of the 37 user reviews for this game are positive.",Mixed
Campido,"Casual,Simulation,Strategy","3 user reviews,- Need more user reviews to generate a score",NA
Revelations 2012,"Action,Indie,Strategy","Mixed,(323),- 58% of the 323 user reviews for this game are positive.",Mixed
SOL: Exodus,"Action,Indie,Simulation","Mixed,(51),- 54% of the 51 user reviews for this game are positive.",Mixed
Arcadia,"Casual,Indie","Mixed,(70),- 42% of the 70 user reviews for this game are positive.",Mixed
Front Mission Evolved: Wanzer Pack 3,Action,"3 user reviews,- Need more user reviews to generate a score",NA
Front Mission Evolved: Weapon Pack 2,Action,"3 user reviews,- Need more user reviews to generate a score",NA
Tommy Tronic,"Action,Adventure,Indie","Mixed,(12),- 58% of the 12 user reviews for this game are positive.",Mixed
The UnderGarden,Casual,"Mixed,(48),- 66% of the 48 user reviews for this game are positive.",Mixed
Aura: Fate of the Ages,Adventure,"Mixed,(96),- 61% of the 96 user reviews for this game are positive.",Mixed
Air Forte,NA,"4 user reviews,- Need more user reviews to generate a score",NA
Delve Deeper,"Adventure,Indie,RPG,Strategy","Mixed,(319),- 56% of the 319 user reviews for this game are positive.",Mixed
Hacker Evolution: Untold,"Indie,Simulation","Mixed,(118),- 58% of the 118 user reviews for this game are positive.",Mixed
Trainz Settle and Carlisle,Simulation,"Mixed,(11),- 63% of the 11 user reviews for this game are positive.",Mixed
Super Chain Crusher Horizon,"Action,Indie","4 user reviews,- Need more user reviews to generate a score",NA
GoD Factory: Wingmen,"Action,Indie,Simulation,Strategy","Mixed,(193),- 64% of the 193 user reviews for this game are positive.",Mixed
CRIMSON ROOM® DECADE,"Adventure,Indie","Mixed,(32),- 65% of the 32 user reviews for this game are positive.",Mixed
Trench Run,"Action,Casual,Indie","Mixed,(44),- 47% of the 44 user reviews for this game are positive.",Mixed
Humans Must Answer,"Action,Indie","Mixed,(35),- 62% of the 35 user reviews for this game are positive.",Mixed
Dead In Vinland - Endless Mode: Battle Of The Heodenings,"Adventure,Indie,RPG,Simulation,Strategy","3 user reviews,- Need more user reviews to generate a score",NA
Shadow of the Tomb Raider - The Serpent's Heart,"Action,Adventure","Mixed,(23),- 52% of the 23 user reviews for this game are positive.",Mixed
Black Jack Story,"Adventure,Casual,Indie","Mixed,(13),- 69% of the 13 user reviews for this game are positive.",Mixed
A-Train 8,Simulation,"Mixed,(24),- 50% of the 24 user reviews for this game are positive.",Mixed
DX-Ball 2: 20th Anniversary Edition - Season Pass,"Casual,Indie","3 user reviews,- Need more user reviews to generate a score",NA
RPG Maker VX Ace - High Fantasy Main Party Pack I,"Design & Illustration,Web Publishing","6 user reviews,- Need more user reviews to generate a score",NA
The Castle Doctrine,"Indie,Massively Multiplayer,Strategy","Mixed,(259),- 42% of the 259 user reviews for this game are positive.",Mixed
CoH 2 - Soviet Commander: Tank Hunter Tactics,Strategy,"Mixed,(12),- 66% of the 12 user reviews for this game are positive.",Mixed
DARK - Cult of the Dead DLC,"Action,RPG","9 user reviews,- Need more user reviews to generate a score",NA
CoH 2 - German Commander: Elite Troops Doctrine,Strategy,"Mixed,(23),- 65% of the 23 user reviews for this game are positive.",Mixed
CoH 2 - Soviet Commander: Soviet Industry Tactics,Strategy,"Mixed,(24),- 54% of the 24 user reviews for this game are positive.",Mixed
CoH 2 - Soviet Commander: Counterattack Tactics,Strategy,"Mixed,(15),- 66% of the 15 user reviews for this game are positive.",Mixed
Kingdoms Rise,"Action,Indie,RPG,Early Access","Mixed,(915),- 45% of the 915 user reviews for this game are positive.",Mixed
Omegalodon,"Action,Indie","Mixed,(288),- 63% of the 288 user reviews for this game are positive.",Mixed
Borderlands 2: Psycho Domination Pack,"Action,RPG","Mixed,(32),- 65% of the 32 user reviews for this game are positive.",Mixed
Borderlands 2: Psycho Madness Pack,"Action,RPG","Mixed,(30),- 63% of the 30 user reviews for this game are positive.",Mixed
Elven Legacy: Siege,Strategy,"5 user reviews,- Need more user reviews to generate a score",NA
Deadstone,"Action,Indie,RPG,Strategy","Mixed,(35),- 68% of the 35 user reviews for this game are positive.",Mixed
PAYDAY 2: The Diamond Heist,"Action,RPG","Mixed,(485),- 51% of the 485 user reviews for this game are positive.",Mixed
Bermuda Demo,"Adventure,Indie","5 user reviews,- Need more user reviews to generate a score",NA
Karos,"Free to Play,Massively Multiplayer,RPG","Mixed,(340),- 53% of the 340 user reviews for this game are positive.",Mixed
Planetship,"Action,Adventure,Indie","Mixed,(49),- 69% of the 49 user reviews for this game are positive.",Mixed
